accountIDX, bran_branchName, staf_staffID, remain, visitTime, openTime
"99892743818432352100", "SHB", "410403200309021976", 115097, "2019-06-12", "2012-12-21"
"00626284992918538501", "AHB", "410621200712122861", 81503, "2019-06-12", "2012-12-21"
"94586287772347560392", "SHB", "410621200107276415", 192437, "2019-06-12", "2012-12-21"
"67952209838328693062", "BJB", "410621198001281934", 171144, "2019-06-12", "2012-12-21"
"81904455155787231018", "SHB", "410403200012268324", 113954, "2019-06-12", "2012-12-21"
"81615163091467109897", "AHB", "221403200610051414", 105080, "2019-06-12", "2012-12-21"
"89199077277382948402", "BJB", "443403200608115886", 133602, "2019-06-12", "2012-12-21"
"24105572067787713146", "AHB", "443403198808289122", 67040, "2019-06-12", "2012-12-21"
"76554564980702182275", "BJB", "443403199502132669", 160068, "2019-06-12", "2012-12-21"
"12713440432024870647", "SHB", "443403199303218224", 114091, "2019-06-12", "2012-12-21"
"58467046386516744979", "SHB", "221403199302044423", 111560, "2019-06-12", "2012-12-21"
"43057258663151619576", "BJB", "410403200012268324", 174801, "2019-06-12", "2012-12-21"
"61095849974349332048", "BJB", "221621199210043864", 175766, "2019-06-12", "2012-12-21"
"36346273831621427762", "SHB", "221403199302044423", 86767, "2019-06-12", "2012-12-21"
"88575721444519710286", "SHB", "x", 176588, "2019-06-12", "2012-12-21"
"77156660040530060904", "SHB", "221403199010127986", 33239, "2019-06-12", "2012-12-21"
"76220495209235345993", "BJB", "410403198512135051", 195253, "2019-06-12", "2012-12-21"
"27767222432573435109", "SHB", "443621200111273454", 62271, "2019-06-12", "2012-12-21"
"60893339039759068519", "SHB", "410403200309021976", 136100, "2019-06-12", "2012-12-21"
"67772099938203178062", "AHB", "410403198512135051", 17284, "2019-06-12", "2012-12-21"
"82184126523374660653", "AHB", "443403199303218224", 161068, "2019-06-12", "2012-12-21"
"56819049603021398350", "SHB", "443403200802209764", 154449, "2019-06-12", "2012-12-21"
"53893991318974879005", "SHB", "410403200902155550", 188414, "2019-06-12", "2012-12-21"
"60834339205776475820", "BJB", "221403200404286183", 165827, "2019-06-12", "2012-12-21"
"74128755988970666468", "SHB", "221403198109280618", 97695, "2019-06-12", "2012-12-21"
"03912398930735606739", "SHB", "443403200810284069", 109839, "2019-06-12", "2012-12-21"
"96619726227131815550", "BJB", "410621199903138486", 123795, "2019-06-12", "2012-12-21"
"67590970252695147594", "BJB", "443403200504107319", 81675, "2019-06-12", "2012-12-21"
"00610205790283462404", "AHB", "410621200411014201", 96115, "2019-06-12", "2012-12-21"
"57693635419506676392", "AHB", "410403200009044801", 56338, "2019-06-12", "2012-12-21"
